Species ID,Common Name,Scientific Name,Family,Category,Status,Elevation Min,Elevation Max,Sensitivity
flora-932,"Saw-wort (Saussurea sp.)","Saussurea specio-932","Plant Family","Alpine Herb",NT,1494,2415,low
flora-933,"Fescue Grass (Festuca sp.)","Festuca specio-933","Plant Family","Grass",EN,1155,2453,high
flora-934,"Bluegrass (Poa sp.)","Poa specio-934","Plant Family","Grass",LC,1086,2151,low
flora-935,"Feather Grass (Stipa sp.)","Stipa specio-935","Plant Family","Grass",LC,1045,1671,low
flora-936,"Cinquefoil (Potentilla sp.)","Potentilla specio-936","Plant Family","Herb",LC,1557,3111,low
flora-937,"Wild Rose (Rosa sp.)","Rosa specio-937","Plant Family","Shrub",LC,1004,2628,low
flora-938,"Bramble/Raspberry (Rubus sp.)","Rubus specio-938","Plant Family","Shrub/Climber",LC,1000,2621,low
flora-939,"Primrose (Primula sp.)","Primula specio-939","Plant Family","Alpine Herb",VU,1503,3314,medium
flora-940,"Rock Jasmine (Androsace sp.)","Androsace specio-940","Plant Family","Alpine Herb",LC,2570,4512,low
flora-941,"Gentian (Gentiana sp.)","Gentiana specio-941","Plant Family","Alpine Herb",LC,2389,4650,low
flora-942,"Catmint (Nepeta sp.)","Nepeta specio-942","Plant Family","Herb",LC,1051,2406,low
flora-943,"Sage (Salvia sp.)","Salvia specio-943","Plant Family","Herb",LC,1263,3461,low
flora-944,"Milkvetch (Astragalus sp.)","Astragalus specio-944","Plant Family","Herb/Shrub",LC,1212,2910,low
flora-945,"Sedge (Carex sp.)","Carex specio-945","Plant Family","Sedge",LC,1000,1760,low
flora-946,"Bog Sedge (Kobresia sp.)","Kobresia specio-946","Plant Family","Sedge",LC,2128,3891,low
flora-947,"Willow (Salix sp.)","Salix specio-947","Plant Family","Tree/Shrub",LC,1000,3316,low
flora-948,"Corydalis (Corydalis sp.)","Corydalis specio-948","Plant Family","Herb",LC,1239,2542,low
flora-949,"Lousewort (Pedicularis sp.)","Pedicularis specio-949","Plant Family","Herb",NT,2365,3306,low
flora-950,"Campion (Silene sp.)","Silene specio-950","Plant Family","Herb",LC,1163,1776,low
flora-951,"Willowherb (Epilobium sp.)","Epilobium specio-951","Plant Family","Herb",LC,1282,2694,low
flora-952,"Buttercup (Ranunculus sp.)","Ranunculus specio-952","Plant Family","Herb",CR,1000,2384,critical
flora-953,"Monkshood (Aconitum sp.)","Aconitum specio-953","Plant Family","Herb",LC,2006,4126,low
flora-954,"Windflower (Anemone sp.)","Anemone specio-954","Plant Family","Herb",EN,1106,3278,high
flora-955,"Knotweed (Polygonum sp.)","Polygonum specio-955","Plant Family","Herb",LC,1000,2258,low
flora-956,"Barberry (Berberis sp.)","Berberis specio-956","Plant Family","Shrub",LC,1449,3839,low
flora-957,"Rhododendron (Rhododendron sp.)","Rhododendron specio-957","Plant Family","Shrub/Tree",NT,1440,2954,low
flora-958,"Pine (Pinus sp.)","Pinus specio-958","Plant Family","Tree",CR,1000,3133,critical
flora-959,"Fir (Abies sp.)","Abies specio-959","Plant Family","Tree",LC,1958,4434,low
flora-960,"Spruce (Picea sp.)","Picea specio-960","Plant Family","Tree",LC,1282,2820,low
flora-961,"Juniper (Juniperus sp.)","Juniperus specio-961","Plant Family","Tree/Shrub",NT,1383,3739,low
flora-962,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-962","Plant Family","Herb/Shrub",LC,1187,2162,low
flora-963,"Saw-wort (Saussurea sp.)","Saussurea specio-963","Plant Family","Alpine Herb",NT,3000,3643,low
flora-964,"Fescue Grass (Festuca sp.)","Festuca specio-964","Plant Family","Grass",LC,1313,3357,low
flora-965,"Bluegrass (Poa sp.)","Poa specio-965","Plant Family","Grass",LC,1464,3809,low
flora-966,"Feather Grass (Stipa sp.)","Stipa specio-966","Plant Family","Grass",LC,1998,4382,low
flora-967,"Cinquefoil (Potentilla sp.)","Potentilla specio-967","Plant Family","Herb",LC,1322,3009,low
flora-968,"Wild Rose (Rosa sp.)","Rosa specio-968","Plant Family","Shrub",LC,1393,2898,low
flora-969,"Bramble/Raspberry (Rubus sp.)","Rubus specio-969","Plant Family","Shrub/Climber",LC,1000,3152,low
flora-970,"Primrose (Primula sp.)","Primula specio-970","Plant Family","Alpine Herb",EN,1440,3283,high
flora-971,"Rock Jasmine (Androsace sp.)","Androsace specio-971","Plant Family","Alpine Herb",LC,2289,4751,low
flora-972,"Gentian (Gentiana sp.)","Gentiana specio-972","Plant Family","Alpine Herb",NT,1484,3918,low
flora-973,"Catmint (Nepeta sp.)","Nepeta specio-973","Plant Family","Herb",LC,1187,1692,low
flora-974,"Sage (Salvia sp.)","Salvia specio-974","Plant Family","Herb",LC,1438,3227,low
flora-975,"Milkvetch (Astragalus sp.)","Astragalus specio-975","Plant Family","Herb/Shrub",LC,1002,2891,low
flora-976,"Sedge (Carex sp.)","Carex specio-976","Plant Family","Sedge",LC,1000,1673,low
flora-977,"Bog Sedge (Kobresia sp.)","Kobresia specio-977","Plant Family","Sedge",LC,1821,3301,low
flora-978,"Willow (Salix sp.)","Salix specio-978","Plant Family","Tree/Shrub",NT,1000,3432,low
flora-979,"Corydalis (Corydalis sp.)","Corydalis specio-979","Plant Family","Herb",CR,1079,2538,critical
flora-980,"Lousewort (Pedicularis sp.)","Pedicularis specio-980","Plant Family","Herb",NT,1466,2299,low
flora-981,"Campion (Silene sp.)","Silene specio-981","Plant Family","Herb",LC,1162,3058,low
flora-982,"Willowherb (Epilobium sp.)","Epilobium specio-982","Plant Family","Herb",EN,1430,3588,high
flora-983,"Buttercup (Ranunculus sp.)","Ranunculus specio-983","Plant Family","Herb",LC,1000,2920,low
flora-984,"Monkshood (Aconitum sp.)","Aconitum specio-984","Plant Family","Herb",EN,1316,3663,high
flora-985,"Windflower (Anemone sp.)","Anemone specio-985","Plant Family","Herb",VU,1892,2435,medium
flora-986,"Knotweed (Polygonum sp.)","Polygonum specio-986","Plant Family","Herb",LC,1000,2029,low
flora-987,"Barberry (Berberis sp.)","Berberis specio-987","Plant Family","Shrub",LC,1452,3531,low
flora-988,"Rhododendron (Rhododendron sp.)","Rhododendron specio-988","Plant Family","Shrub/Tree",LC,2043,4039,low
flora-989,"Pine (Pinus sp.)","Pinus specio-989","Plant Family","Tree",LC,1000,1660,low
flora-990,"Fir (Abies sp.)","Abies specio-990","Plant Family","Tree",LC,1793,3987,low
flora-991,"Spruce (Picea sp.)","Picea specio-991","Plant Family","Tree",VU,1476,2520,medium
flora-992,"Juniper (Juniperus sp.)","Juniperus specio-992","Plant Family","Tree/Shrub",NT,1116,2735,low
flora-993,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-993","Plant Family","Herb/Shrub",LC,1270,2441,low
flora-994,"Saw-wort (Saussurea sp.)","Saussurea specio-994","Plant Family","Alpine Herb",LC,1799,3241,low
flora-995,"Fescue Grass (Festuca sp.)","Festuca specio-995","Plant Family","Grass",LC,1144,2947,low
flora-996,"Bluegrass (Poa sp.)","Poa specio-996","Plant Family","Grass",VU,1011,1833,medium
flora-997,"Feather Grass (Stipa sp.)","Stipa specio-997","Plant Family","Grass",NT,1909,2597,low
flora-998,"Cinquefoil (Potentilla sp.)","Potentilla specio-998","Plant Family","Herb",LC,1929,3487,low
flora-999,"Wild Rose (Rosa sp.)","Rosa specio-999","Plant Family","Shrub",LC,1483,3566,low
flora-1000,"Bramble/Raspberry (Rubus sp.)","Rubus specio-1000","Plant Family","Shrub/Climber",LC,1000,2044,low
flora-1001,"Primrose (Primula sp.)","Primula specio-1001","Plant Family","Alpine Herb",LC,1057,2692,low
flora-1002,"Rock Jasmine (Androsace sp.)","Androsace specio-1002","Plant Family","Alpine Herb",LC,2772,4535,low
flora-1003,"Gentian (Gentiana sp.)","Gentiana specio-1003","Plant Family","Alpine Herb",LC,1292,2360,low
flora-1004,"Catmint (Nepeta sp.)","Nepeta specio-1004","Plant Family","Herb",NT,1147,2991,low
flora-1005,"Sage (Salvia sp.)","Salvia specio-1005","Plant Family","Herb",LC,1121,2682,low
flora-1006,"Milkvetch (Astragalus sp.)","Astragalus specio-1006","Plant Family","Herb/Shrub",LC,1089,3532,low
flora-1007,"Sedge (Carex sp.)","Carex specio-1007","Plant Family","Sedge",LC,1000,3330,low
flora-1008,"Bog Sedge (Kobresia sp.)","Kobresia specio-1008","Plant Family","Sedge",VU,2938,5158,medium
flora-1009,"Willow (Salix sp.)","Salix specio-1009","Plant Family","Tree/Shrub",LC,1000,2454,low
flora-1010,"Corydalis (Corydalis sp.)","Corydalis specio-1010","Plant Family","Herb",VU,1373,2996,medium
flora-1011,"Lousewort (Pedicularis sp.)","Pedicularis specio-1011","Plant Family","Herb",LC,1766,3275,low
flora-1012,"Campion (Silene sp.)","Silene specio-1012","Plant Family","Herb",LC,1132,2486,low
flora-1013,"Willowherb (Epilobium sp.)","Epilobium specio-1013","Plant Family","Herb",LC,1198,2871,low
flora-1014,"Buttercup (Ranunculus sp.)","Ranunculus specio-1014","Plant Family","Herb",LC,1000,2385,low
flora-1015,"Monkshood (Aconitum sp.)","Aconitum specio-1015","Plant Family","Herb",LC,2100,3081,low
flora-1016,"Windflower (Anemone sp.)","Anemone specio-1016","Plant Family","Herb",EN,1039,2427,high
flora-1017,"Knotweed (Polygonum sp.)","Polygonum specio-1017","Plant Family","Herb",LC,1000,3310,low
flora-1018,"Barberry (Berberis sp.)","Berberis specio-1018","Plant Family","Shrub",LC,1153,3146,low
flora-1019,"Rhododendron (Rhododendron sp.)","Rhododendron specio-1019","Plant Family","Shrub/Tree",EN,1762,2587,high
flora-1020,"Pine (Pinus sp.)","Pinus specio-1020","Plant Family","Tree",LC,1000,2574,low
flora-1021,"Fir (Abies sp.)","Abies specio-1021","Plant Family","Tree",LC,1658,4150,low
flora-1022,"Spruce (Picea sp.)","Picea specio-1022","Plant Family","Tree",LC,1267,2928,low
flora-1023,"Juniper (Juniperus sp.)","Juniperus specio-1023","Plant Family","Tree/Shrub",NT,1596,3651,low
flora-1024,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-1024","Plant Family","Herb/Shrub",LC,1141,2011,low
flora-1025,"Saw-wort (Saussurea sp.)","Saussurea specio-1025","Plant Family","Alpine Herb",LC,2791,3558,low
flora-1026,"Fescue Grass (Festuca sp.)","Festuca specio-1026","Plant Family","Grass",LC,1083,1706,low
flora-1027,"Bluegrass (Poa sp.)","Poa specio-1027","Plant Family","Grass",NT,1268,2461,low
flora-1028,"Feather Grass (Stipa sp.)","Stipa specio-1028","Plant Family","Grass",LC,2217,3396,low
flora-1029,"Cinquefoil (Potentilla sp.)","Potentilla specio-1029","Plant Family","Herb",LC,1800,3941,low
flora-1030,"Wild Rose (Rosa sp.)","Rosa specio-1030","Plant Family","Shrub",NT,1095,1727,low
flora-1031,"Bramble/Raspberry (Rubus sp.)","Rubus specio-1031","Plant Family","Shrub/Climber",LC,1000,2104,low
flora-1032,"Primrose (Primula sp.)","Primula specio-1032","Plant Family","Alpine Herb",LC,1710,3197,low
flora-1033,"Rock Jasmine (Androsace sp.)","Androsace specio-1033","Plant Family","Alpine Herb",NT,1591,2293,low
flora-1034,"Gentian (Gentiana sp.)","Gentiana specio-1034","Plant Family","Alpine Herb",LC,1555,3083,low
flora-1035,"Catmint (Nepeta sp.)","Nepeta specio-1035","Plant Family","Herb",LC,1099,2513,low
flora-1036,"Sage (Salvia sp.)","Salvia specio-1036","Plant Family","Herb",LC,1113,3403,low
flora-1037,"Milkvetch (Astragalus sp.)","Astragalus specio-1037","Plant Family","Herb/Shrub",EN,1330,3374,high
flora-1038,"Sedge (Carex sp.)","Carex specio-1038","Plant Family","Sedge",LC,1000,2484,low
flora-1039,"Bog Sedge (Kobresia sp.)","Kobresia specio-1039","Plant Family","Sedge",LC,2400,3424,low
flora-1040,"Willow (Salix sp.)","Salix specio-1040","Plant Family","Tree/Shrub",LC,1000,1685,low
flora-1041,"Corydalis (Corydalis sp.)","Corydalis specio-1041","Plant Family","Herb",LC,1269,2397,low
flora-1042,"Lousewort (Pedicularis sp.)","Pedicularis specio-1042","Plant Family","Herb",LC,1144,3590,low
flora-1043,"Campion (Silene sp.)","Silene specio-1043","Plant Family","Herb",LC,1399,1952,low
flora-1044,"Willowherb (Epilobium sp.)","Epilobium specio-1044","Plant Family","Herb",LC,1434,3337,low
flora-1045,"Buttercup (Ranunculus sp.)","Ranunculus specio-1045","Plant Family","Herb",LC,1000,3050,low
flora-1046,"Monkshood (Aconitum sp.)","Aconitum specio-1046","Plant Family","Herb",LC,1193,1701,low
flora-1047,"Windflower (Anemone sp.)","Anemone specio-1047","Plant Family","Herb",LC,1584,3894,low
flora-1048,"Knotweed (Polygonum sp.)","Polygonum specio-1048","Plant Family","Herb",LC,1000,3096,low
flora-1049,"Barberry (Berberis sp.)","Berberis specio-1049","Plant Family","Shrub",LC,1472,3028,low
flora-1050,"Rhododendron (Rhododendron sp.)","Rhododendron specio-1050","Plant Family","Shrub/Tree",LC,1683,2670,low
flora-1051,"Pine (Pinus sp.)","Pinus specio-1051","Plant Family","Tree",LC,1000,1600,low
flora-1052,"Fir (Abies sp.)","Abies specio-1052","Plant Family","Tree",LC,1473,2847,low
flora-1053,"Spruce (Picea sp.)","Picea specio-1053","Plant Family","Tree",LC,1612,2135,low
flora-1054,"Juniper (Juniperus sp.)","Juniperus specio-1054","Plant Family","Tree/Shrub",LC,2152,4535,low
flora-1055,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-1055","Plant Family","Herb/Shrub",VU,1400,2156,medium
flora-1056,"Saw-wort (Saussurea sp.)","Saussurea specio-1056","Plant Family","Alpine Herb",LC,3018,3662,low
flora-1057,"Fescue Grass (Festuca sp.)","Festuca specio-1057","Plant Family","Grass",LC,1352,2718,low
flora-1058,"Bluegrass (Poa sp.)","Poa specio-1058","Plant Family","Grass",LC,1138,2781,low
flora-1059,"Feather Grass (Stipa sp.)","Stipa specio-1059","Plant Family","Grass",LC,1186,3197,low
flora-1060,"Cinquefoil (Potentilla sp.)","Potentilla specio-1060","Plant Family","Herb",LC,1581,2669,low
flora-1061,"Wild Rose (Rosa sp.)","Rosa specio-1061","Plant Family","Shrub",LC,1371,2816,low
flora-1062,"Bramble/Raspberry (Rubus sp.)","Rubus specio-1062","Plant Family","Shrub/Climber",LC,1000,2420,low
flora-1063,"Primrose (Primula sp.)","Primula specio-1063","Plant Family","Alpine Herb",LC,1073,1833,low
flora-1064,"Rock Jasmine (Androsace sp.)","Androsace specio-1064","Plant Family","Alpine Herb",NT,2666,4984,low
flora-1065,"Gentian (Gentiana sp.)","Gentiana specio-1065","Plant Family","Alpine Herb",LC,1229,1827,low
flora-1066,"Catmint (Nepeta sp.)","Nepeta specio-1066","Plant Family","Herb",LC,1400,2933,low
flora-1067,"Sage (Salvia sp.)","Salvia specio-1067","Plant Family","Herb",LC,1309,2545,low
flora-1068,"Milkvetch (Astragalus sp.)","Astragalus specio-1068","Plant Family","Herb/Shrub",LC,1164,3636,low
flora-1069,"Sedge (Carex sp.)","Carex specio-1069","Plant Family","Sedge",LC,1000,2367,low
flora-1070,"Bog Sedge (Kobresia sp.)","Kobresia specio-1070","Plant Family","Sedge",NT,2850,4415,low
flora-1071,"Willow (Salix sp.)","Salix specio-1071","Plant Family","Tree/Shrub",LC,1000,2731,low
flora-1072,"Corydalis (Corydalis sp.)","Corydalis specio-1072","Plant Family","Herb",LC,1658,2369,low
flora-1073,"Lousewort (Pedicularis sp.)","Pedicularis specio-1073","Plant Family","Herb",LC,1777,3966,low
flora-1074,"Campion (Silene sp.)","Silene specio-1074","Plant Family","Herb",LC,1141,2300,low
flora-1075,"Willowherb (Epilobium sp.)","Epilobium specio-1075","Plant Family","Herb",NT,1245,3490,low
flora-1076,"Buttercup (Ranunculus sp.)","Ranunculus specio-1076","Plant Family","Herb",LC,1000,2583,low
flora-1077,"Monkshood (Aconitum sp.)","Aconitum specio-1077","Plant Family","Herb",LC,2146,3478,low
flora-1078,"Windflower (Anemone sp.)","Anemone specio-1078","Plant Family","Herb",LC,1544,3553,low
flora-1079,"Knotweed (Polygonum sp.)","Polygonum specio-1079","Plant Family","Herb",LC,1000,2227,low
flora-1080,"Barberry (Berberis sp.)","Berberis specio-1080","Plant Family","Shrub",LC,1043,2484,low
flora-1081,"Rhododendron (Rhododendron sp.)","Rhododendron specio-1081","Plant Family","Shrub/Tree",LC,1040,2349,low
flora-1082,"Pine (Pinus sp.)","Pinus specio-1082","Plant Family","Tree",LC,1000,2750,low
flora-1083,"Fir (Abies sp.)","Abies specio-1083","Plant Family","Tree",LC,1802,4005,low
flora-1084,"Spruce (Picea sp.)","Picea specio-1084","Plant Family","Tree",LC,1131,2469,low
flora-1085,"Juniper (Juniperus sp.)","Juniperus specio-1085","Plant Family","Tree/Shrub",LC,2420,4326,low
flora-1086,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-1086","Plant Family","Herb/Shrub",LC,1178,1815,low
flora-1087,"Saw-wort (Saussurea sp.)","Saussurea specio-1087","Plant Family","Alpine Herb",VU,2752,4400,medium
flora-1088,"Fescue Grass (Festuca sp.)","Festuca specio-1088","Plant Family","Grass",LC,1291,3680,low
flora-1089,"Bluegrass (Poa sp.)","Poa specio-1089","Plant Family","Grass",LC,1480,3890,low
flora-1090,"Feather Grass (Stipa sp.)","Stipa specio-1090","Plant Family","Grass",LC,1158,3154,low
flora-1091,"Cinquefoil (Potentilla sp.)","Potentilla specio-1091","Plant Family","Herb",NT,1187,2285,low
flora-1092,"Wild Rose (Rosa sp.)","Rosa specio-1092","Plant Family","Shrub",LC,1192,3398,low
flora-1093,"Bramble/Raspberry (Rubus sp.)","Rubus specio-1093","Plant Family","Shrub/Climber",LC,1000,3248,low
flora-1094,"Primrose (Primula sp.)","Primula specio-1094","Plant Family","Alpine Herb",LC,1059,2176,low
flora-1095,"Rock Jasmine (Androsace sp.)","Androsace specio-1095","Plant Family","Alpine Herb",LC,2479,3349,low
flora-1096,"Gentian (Gentiana sp.)","Gentiana specio-1096","Plant Family","Alpine Herb",LC,1702,3380,low
flora-1097,"Catmint (Nepeta sp.)","Nepeta specio-1097","Plant Family","Herb",LC,1434,3148,low
flora-1098,"Sage (Salvia sp.)","Salvia specio-1098","Plant Family","Herb",LC,1349,3634,low
flora-1099,"Milkvetch (Astragalus sp.)","Astragalus specio-1099","Plant Family","Herb/Shrub",NT,1473,3285,low
flora-1100,"Sedge (Carex sp.)","Carex specio-1100","Plant Family","Sedge",LC,1000,1832,low
flora-1101,"Bog Sedge (Kobresia sp.)","Kobresia specio-1101","Plant Family","Sedge",EN,2464,4214,high
flora-1102,"Willow (Salix sp.)","Salix specio-1102","Plant Family","Tree/Shrub",NT,1000,2497,low
flora-1103,"Corydalis (Corydalis sp.)","Corydalis specio-1103","Plant Family","Herb",LC,1560,3697,low
flora-1104,"Lousewort (Pedicularis sp.)","Pedicularis specio-1104","Plant Family","Herb",LC,1031,1698,low
flora-1105,"Campion (Silene sp.)","Silene specio-1105","Plant Family","Herb",EN,1349,3734,high
flora-1106,"Willowherb (Epilobium sp.)","Epilobium specio-1106","Plant Family","Herb",LC,1416,3088,low
flora-1107,"Buttercup (Ranunculus sp.)","Ranunculus specio-1107","Plant Family","Herb",LC,1000,2466,low
flora-1108,"Monkshood (Aconitum sp.)","Aconitum specio-1108","Plant Family","Herb",NT,1597,3464,low
flora-1109,"Windflower (Anemone sp.)","Anemone specio-1109","Plant Family","Herb",LC,1480,2658,low
flora-1110,"Knotweed (Polygonum sp.)","Polygonum specio-1110","Plant Family","Herb",LC,1000,1670,low
flora-1111,"Barberry (Berberis sp.)","Berberis specio-1111","Plant Family","Shrub",LC,1297,1928,low
flora-1112,"Rhododendron (Rhododendron sp.)","Rhododendron specio-1112","Plant Family","Shrub/Tree",LC,1045,1758,low
flora-1113,"Pine (Pinus sp.)","Pinus specio-1113","Plant Family","Tree",LC,1000,1569,low
flora-1114,"Fir (Abies sp.)","Abies specio-1114","Plant Family","Tree",LC,1520,3436,low
flora-1115,"Spruce (Picea sp.)","Picea specio-1115","Plant Family","Tree",LC,1634,2508,low
flora-1116,"Juniper (Juniperus sp.)","Juniperus specio-1116","Plant Family","Tree/Shrub",LC,2184,3406,low
flora-1117,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-1117","Plant Family","Herb/Shrub",LC,1467,2065,low
flora-1118,"Saw-wort (Saussurea sp.)","Saussurea specio-1118","Plant Family","Alpine Herb",LC,2803,3931,low
flora-1119,"Fescue Grass (Festuca sp.)","Festuca specio-1119","Plant Family","Grass",LC,1228,3060,low
flora-1120,"Bluegrass (Poa sp.)","Poa specio-1120","Plant Family","Grass",LC,1171,2291,low
flora-1121,"Feather Grass (Stipa sp.)","Stipa specio-1121","Plant Family","Grass",EN,1340,1843,high
flora-1122,"Cinquefoil (Potentilla sp.)","Potentilla specio-1122","Plant Family","Herb",LC,1444,3908,low
flora-1123,"Wild Rose (Rosa sp.)","Rosa specio-1123","Plant Family","Shrub",LC,1322,2972,low
flora-1124,"Bramble/Raspberry (Rubus sp.)","Rubus specio-1124","Plant Family","Shrub/Climber",LC,1000,1646,low
flora-1125,"Primrose (Primula sp.)","Primula specio-1125","Plant Family","Alpine Herb",VU,2421,3946,medium
flora-1126,"Rock Jasmine (Androsace sp.)","Androsace specio-1126","Plant Family","Alpine Herb",LC,1556,2246,low
flora-1127,"Gentian (Gentiana sp.)","Gentiana specio-1127","Plant Family","Alpine Herb",LC,2176,3529,low
flora-1128,"Catmint (Nepeta sp.)","Nepeta specio-1128","Plant Family","Herb",EN,1158,2966,high
flora-1129,"Sage (Salvia sp.)","Salvia specio-1129","Plant Family","Herb",LC,1498,3271,low
flora-1130,"Milkvetch (Astragalus sp.)","Astragalus specio-1130","Plant Family","Herb/Shrub",LC,1460,2068,low
flora-1131,"Sedge (Carex sp.)","Carex specio-1131","Plant Family","Sedge",LC,1000,3215,low
flora-1132,"Bog Sedge (Kobresia sp.)","Kobresia specio-1132","Plant Family","Sedge",NT,2158,2773,low
flora-1133,"Willow (Salix sp.)","Salix specio-1133","Plant Family","Tree/Shrub",LC,1000,2592,low
flora-1134,"Corydalis (Corydalis sp.)","Corydalis specio-1134","Plant Family","Herb",LC,1767,2283,low
flora-1135,"Lousewort (Pedicularis sp.)","Pedicularis specio-1135","Plant Family","Herb",VU,1713,3744,medium
flora-1136,"Campion (Silene sp.)","Silene specio-1136","Plant Family","Herb",LC,1236,1782,low
flora-1137,"Willowherb (Epilobium sp.)","Epilobium specio-1137","Plant Family","Herb",LC,1038,3058,low
flora-1138,"Buttercup (Ranunculus sp.)","Ranunculus specio-1138","Plant Family","Herb",LC,1000,2176,low
flora-1139,"Monkshood (Aconitum sp.)","Aconitum specio-1139","Plant Family","Herb",LC,1328,3243,low
flora-1140,"Windflower (Anemone sp.)","Anemone specio-1140","Plant Family","Herb",LC,1040,2110,low
flora-1141,"Knotweed (Polygonum sp.)","Polygonum specio-1141","Plant Family","Herb",NT,1000,1745,low
flora-1142,"Barberry (Berberis sp.)","Berberis specio-1142","Plant Family","Shrub",CR,1403,3496,critical
flora-1143,"Rhododendron (Rhododendron sp.)","Rhododendron specio-1143","Plant Family","Shrub/Tree",LC,1713,3575,low
flora-1144,"Pine (Pinus sp.)","Pinus specio-1144","Plant Family","Tree",LC,1000,3386,low
flora-1145,"Fir (Abies sp.)","Abies specio-1145","Plant Family","Tree",NT,1577,2438,low
flora-1146,"Spruce (Picea sp.)","Picea specio-1146","Plant Family","Tree",LC,1426,1987,low
flora-1147,"Juniper (Juniperus sp.)","Juniperus specio-1147","Plant Family","Tree/Shrub",LC,1895,3189,low
flora-1148,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-1148","Plant Family","Herb/Shrub",LC,1218,2764,low
flora-1149,"Saw-wort (Saussurea sp.)","Saussurea specio-1149","Plant Family","Alpine Herb",LC,1654,3655,low
flora-1150,"Fescue Grass (Festuca sp.)","Festuca specio-1150","Plant Family","Grass",LC,1181,3237,low
flora-1151,"Bluegrass (Poa sp.)","Poa specio-1151","Plant Family","Grass",LC,1186,2770,low
flora-1152,"Feather Grass (Stipa sp.)","Stipa specio-1152","Plant Family","Grass",CR,1479,2360,critical
flora-1153,"Cinquefoil (Potentilla sp.)","Potentilla specio-1153","Plant Family","Herb",LC,1886,3402,low
flora-1154,"Wild Rose (Rosa sp.)","Rosa specio-1154","Plant Family","Shrub",NT,1246,2864,low
flora-1155,"Bramble/Raspberry (Rubus sp.)","Rubus specio-1155","Plant Family","Shrub/Climber",LC,1000,2867,low
flora-1156,"Primrose (Primula sp.)","Primula specio-1156","Plant Family","Alpine Herb",LC,2441,4323,low
flora-1157,"Rock Jasmine (Androsace sp.)","Androsace specio-1157","Plant Family","Alpine Herb",LC,2254,3839,low
flora-1158,"Gentian (Gentiana sp.)","Gentiana specio-1158","Plant Family","Alpine Herb",LC,1442,3155,low
flora-1159,"Catmint (Nepeta sp.)","Nepeta specio-1159","Plant Family","Herb",LC,1359,3039,low
flora-1160,"Sage (Salvia sp.)","Salvia specio-1160","Plant Family","Herb",LC,1408,2084,low
flora-1161,"Milkvetch (Astragalus sp.)","Astragalus specio-1161","Plant Family","Herb/Shrub",LC,1115,2779,low
flora-1162,"Sedge (Carex sp.)","Carex specio-1162","Plant Family","Sedge",NT,1000,3204,low
flora-1163,"Bog Sedge (Kobresia sp.)","Kobresia specio-1163","Plant Family","Sedge",LC,1602,4033,low
flora-1164,"Willow (Salix sp.)","Salix specio-1164","Plant Family","Tree/Shrub",LC,1000,1691,low
flora-1165,"Corydalis (Corydalis sp.)","Corydalis specio-1165","Plant Family","Herb",LC,1287,3504,low
flora-1166,"Lousewort (Pedicularis sp.)","Pedicularis specio-1166","Plant Family","Herb",LC,1615,2337,low
flora-1167,"Campion (Silene sp.)","Silene specio-1167","Plant Family","Herb",LC,1462,3812,low
flora-1168,"Willowherb (Epilobium sp.)","Epilobium specio-1168","Plant Family","Herb",LC,1485,2907,low
flora-1169,"Buttercup (Ranunculus sp.)","Ranunculus specio-1169","Plant Family","Herb",LC,1000,2644,low
flora-1170,"Monkshood (Aconitum sp.)","Aconitum specio-1170","Plant Family","Herb",LC,1842,3692,low
flora-1171,"Windflower (Anemone sp.)","Anemone specio-1171","Plant Family","Herb",LC,1100,1892,low
flora-1172,"Knotweed (Polygonum sp.)","Polygonum specio-1172","Plant Family","Herb",LC,1000,2517,low
flora-1173,"Barberry (Berberis sp.)","Berberis specio-1173","Plant Family","Shrub",LC,1476,3409,low
flora-1174,"Rhododendron (Rhododendron sp.)","Rhododendron specio-1174","Plant Family","Shrub/Tree",NT,2379,3179,low
flora-1175,"Pine (Pinus sp.)","Pinus specio-1175","Plant Family","Tree",LC,1000,3457,low
flora-1176,"Fir (Abies sp.)","Abies specio-1176","Plant Family","Tree",LC,1734,3712,low
flora-1177,"Spruce (Picea sp.)","Picea specio-1177","Plant Family","Tree",EN,1688,2375,high
flora-1178,"Juniper (Juniperus sp.)","Juniperus specio-1178","Plant Family","Tree/Shrub",LC,1421,2991,low
flora-1179,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-1179","Plant Family","Herb/Shrub",LC,1043,2257,low
flora-1180,"Saw-wort (Saussurea sp.)","Saussurea specio-1180","Plant Family","Alpine Herb",LC,3327,5626,low
flora-1181,"Fescue Grass (Festuca sp.)","Festuca specio-1181","Plant Family","Grass",NT,1016,2366,low
flora-1182,"Bluegrass (Poa sp.)","Poa specio-1182","Plant Family","Grass",LC,1218,1812,low
flora-1183,"Feather Grass (Stipa sp.)","Stipa specio-1183","Plant Family","Grass",LC,2428,3497,low
flora-1184,"Cinquefoil (Potentilla sp.)","Potentilla specio-1184","Plant Family","Herb",LC,1352,3016,low
